@backstage/backend-test-utils,1.11.5,1.11.4,1.11.4,1.11.3,1.11.3,1.11.3,1.11.2,1.11.2,1.11.2,1.11.2,1.11.2,1.11.1,1.11.1,1.11.1,1.11.1,1.11.1,1.11.1,1.11.0,1.11.0,1.11.0,1.11.0,1.11.0,1.11.0,1.11.0,1.10.4,1.10.4,1.10.4,1.10.3,1.10.3,1.10.2,1.10.2,1.10.2,1.10.2,1.10.2,1.10.2,1.10.2,1.10.2,1.10.1,1.10.1,1.10.1,1.10.0,1.10.0,1.10.0,1.9.1,1.9.1,1.9.1,1.9.1,1.9.0,1.9.0,1.9.0,1.9.0,1.9.0,1.8.0,1.8.0,1.8.0,1.8.0,1.8.0,1.8.0,1.7.0,1.7.0,1.7.0,1.6.0,1.6.0,1.6.0,1.5.0,1.5.0,1.4.0,1.4.0,1.3.1,1.3.1,1.3.0,1.3.0,1.2.1,1.2.1,1.2.0,1.2.0,1.2.0,1.1.0,1.1.0,1.1.0,1.1.0,1.1.0,1.1.0,1.1.0,1.0.2,1.0.2,1.0.2,1.0.2,1.0.2,1.0.1,1.0.1,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,0.5.1,0.5.0,0.5.0,0.5.0,0.5.0,0.4.4,0.4.4,0.4.4,0.4.3,0.4.3,0.4.2,0.4.1,0.4.0,0.3.8,0.3.8,0.3.8,0.3.8,0.3.8,0.3.8,0.3.8,0.3.8,0.3.7,0.3.7,0.3.7,0.3.7,0.3.7,0.3.7,0.3.6,0.3.6,0.3.6,0.3.5,0.3.4,0.3.4,0.3.3,0.3.2,0.3.1,0.3.0,0.3.0,0.2.10,0.2.10,0.2.10,0.2.10,0.2.9,0.2.9,0.2.8,0.2.8,0.2.8,0.2.8,0.2.8,0.2.7,0.2.7,0.2.7,0.2.7,0.2.7,0.2.7,0.2.7,0.2.6,0.2.6,0.2.5,0.2.4,0.2.4,0.2.3,0.2.2,0.2.2,0.2.2,0.2.1,0.2.0,0.2.0,0.1.39,0.1.38,0.1.37,0.1.37,0.1.37,0.1.36,0.1.36,0.1.36,0.1.35,0.1.35,0.1.34,0.1.34,0.1.33,0.1.32,0.1.31,0.1.31,0.1.30,0.1.30,0.1.30,0.1.30,0.1.29,0.1.29,0.1.29,0.1.28,0.1.27,0.1.27,0.1.26,0.1.25,0.1.25,0.1.24,0.1.24,0.1.24,0.1.23,0.1.23,0.1.22,0.1.22,0.1.22,0.1.22
@backstage/canon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6.0,0.6.0,0.6.0,0.5.0,0.5.0,0.5.0,0.4.0,0.4.0,0.3.1,0.3.0,0.2.0,0.2.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/catalog-client,1.16.1,1.16.0,1.16.0,1.15.2,1.15.2,1.15.1,1.15.0,1.15.0,1.15.0,1.15.0,1.15.0,1.14.0,1.14.0,1.14.0,1.14.0,1.14.0,1.14.0,1.13.0,1.13.0,1.13.0,1.13.0,1.13.0,1.13.0,1.13.0,1.12.1,1.12.1,1.12.1,1.12.1,1.12.1,1.12.1,1.12.1,1.12.1,1.12.1,1.12.1,1.12.1,1.12.1,1.12.1,1.12.1,1.12.1,1.12.1,1.12.1,1.12.1,1.12.1,1.12.0,1.12.0,1.12.0,1.12.0,1.12.0,1.12.0,1.12.0,1.12.0,1.12.0,1.11.0,1.11.0,1.11.0,1.11.0,1.11.0,1.11.0,1.10.2,1.10.2,1.10.2,1.10.1,1.10.1,1.10.1,1.10.0,1.10.0,1.9.1,1.9.1,1.9.1,1.9.1,1.9.1,1.9.1,1.9.1,1.9.1,1.9.0,1.9.0,1.9.0,1.8.0,1.8.0,1.8.0,1.8.0,1.8.0,1.8.0,1.8.0,1.7.1,1.7.1,1.7.1,1.7.1,1.7.1,1.7.1,1.7.1,1.7.0,1.7.0,1.7.0,1.7.0,1.7.0,1.6.6,1.6.6,1.6.6,1.6.6,1.6.6,1.6.5,1.6.5,1.6.5,1.6.5,1.6.5,1.6.5,1.6.5,1.6.5,1.6.5,1.6.5,1.6.5,1.6.5,1.6.5,1.6.5,1.6.5,1.6.5,1.6.4,1.6.4,1.6.4,1.6.4,1.6.4,1.6.4,1.6.3,1.6.3,1.6.3,1.6.2,1.6.1,1.6.1,1.6.0,1.6.0,1.6.0,1.6.0,1.6.0,1.5.2,1.5.2,1.5.2,1.5.2,1.5.1,1.5.0,1.4.6,1.4.6,1.4.6,1.4.6,1.4.6,1.4.5,1.4.5,1.4.5,1.4.5,1.4.5,1.4.5,1.4.5,1.4.4,1.4.4,1.4.4,1.4.4,1.4.4,1.4.4,1.4.3,1.4.3,1.4.3,1.4.3,1.4.3,1.4.3,1.4.3,1.4.2,1.4.1,1.4.1,1.4.1,1.4.1,1.4.1,1.4.1,1.4.0,1.4.0,1.3.1,1.3.1,1.3.0,1.3.0,1.2.0,1.2.0,1.1.2,1.1.2,1.1.2,1.1.2,1.1.1,1.1.1,1.1.1,1.1.0,1.0.4,1.0.4,1.0.4,1.0.3,1.0.3,1.0.2,1.0.2,1.0.2,1.0.1,1.0.1,1.0.0,1.0.0,1.0.0,1.0.0
@backstage/catalog-model,1.9.0,1.9.0,1.9.0,1.9.0,1.9.0,1.9.0,1.8.0,1.8.0,1.8.0,1.8.0,1.8.0,1.7.7,1.7.7,1.7.7,1.7.7,1.7.7,1.7.7,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.5,1.7.5,1.7.5,1.7.5,1.7.5,1.7.5,1.7.5,1.7.5,1.7.5,1.7.5,1.7.5,1.7.5,1.7.5,1.7.5,1.7.5,1.7.5,1.7.5,1.7.5,1.7.4,1.7.4,1.7.4,1.7.4,1.7.4,1.7.3,1.7.3,1.7.3,1.7.3,1.7.3,1.7.3,1.7.3,1.7.3,1.7.2,1.7.2,1.7.2,1.7.1,1.7.1,1.7.1,1.7.1,1.7.1,1.7.1,1.7.1,1.7.0,1.7.0,1.7.0,1.7.0,1.7.0,1.7.0,1.7.0,1.7.0,1.7.0,1.7.0,1.7.0,1.7.0,1.6.0,1.6.0,1.6.0,1.6.0,1.6.0,1.5.0,1.5.0,1.5.0,1.5.0,1.5.0,1.5.0,1.5.0,1.5.0,1.5.0,1.5.0,1.5.0,1.5.0,1.5.0,1.5.0,1.5.0,1.5.0,1.4.5,1.4.5,1.4.5,1.4.5,1.4.5,1.4.5,1.4.5,1.4.5,1.4.5,1.4.5,1.4.5,1.4.5,1.4.4,1.4.4,1.4.4,1.4.4,1.4.4,1.4.3,1.4.3,1.4.3,1.4.3,1.4.3,1.4.3,1.4.3,1.4.3,1.4.3,1.4.3,1.4.3,1.4.3,1.4.3,1.4.3,1.4.3,1.4.3,1.4.3,1.4.3,1.4.2,1.4.2,1.4.2,1.4.2,1.4.2,1.4.2,1.4.1,1.4.1,1.4.1,1.4.1,1.4.1,1.4.1,1.4.1,1.4.0,1.3.0,1.3.0,1.3.0,1.3.0,1.3.0,1.3.0,1.2.1,1.2.1,1.2.0,1.2.0,1.1.5,1.1.5,1.1.4,1.1.4,1.1.3,1.1.3,1.1.3,1.1.3,1.1.2,1.1.2,1.1.2,1.1.1,1.1.0,1.1.0,1.1.0,1.0.3,1.0.3,1.0.2,1.0.2,1.0.2,1.0.1,1.0.1,1.0.0,1.0.0,1.0.0,1.0.0
@backstage/cli,0.36.4,0.36.3,0.36.3,0.36.2,0.36.2,0.36.2,0.36.1,0.36.1,0.36.1,0.36.1,0.36.1,0.36.0,0.36.0,0.36.0,0.36.0,0.36.0,0.36.0,0.35.4,0.35.4,0.35.4,0.35.4,0.35.4,0.35.4,0.35.4,0.35.3,0.35.3,0.35.3,0.35.2,0.35.2,0.35.1,0.35.1,0.35.1,0.35.1,0.35.1,0.35.1,0.35.1,0.35.0,0.34.6,0.34.6,0.34.5,0.34.5,0.34.5,0.34.5,0.34.4,0.34.4,0.34.4,0.34.4,0.34.3,0.34.3,0.34.3,0.34.3,0.34.2,0.34.1,0.34.1,0.34.0,0.34.0,0.34.0,0.34.0,0.33.1,0.33.1,0.33.1,0.33.0,0.33.0,0.33.0,0.32.1,0.32.1,0.32.0,0.32.0,0.31.1,0.31.0,0.30.0,0.30.0,0.29.6,0.29.5,0.29.4,0.29.4,0.29.4,0.29.3,0.29.2,0.29.2,0.29.2,0.29.1,0.29.1,0.29.0,0.28.2,0.28.2,0.28.2,0.28.1,0.28.0,0.28.0,0.28.0,0.27.1,0.27.1,0.27.1,0.27.1,0.27.1,0.27.0,0.27.0,0.27.0,0.27.0,0.27.0,0.26.11,0.26.11,0.26.11,0.26.10,0.26.10,0.26.9,0.26.8,0.26.7,0.26.6,0.26.6,0.26.6,0.26.6,0.26.5,0.26.5,0.26.5,0.26.5,0.26.4,0.26.4,0.26.4,0.26.4,0.26.3,0.26.3,0.26.2,0.26.2,0.26.2,0.26.1,0.26.0,0.26.0,0.25.2,0.25.2,0.25.2,0.25.2,0.25.2,0.25.1,0.25.1,0.25.1,0.25.1,0.25.0,0.25.0,0.24.0,0.24.0,0.24.0,0.24.0,0.24.0,0.23.1,0.23.1,0.23.1,0.23.0,0.23.0,0.23.0,0.23.0,0.22.14,0.22.13,0.22.13,0.22.13,0.22.13,0.22.13,0.22.12,0.22.12,0.22.12,0.22.11,0.22.10,0.22.10,0.22.9,0.22.8,0.22.7,0.22.7,0.22.7,0.22.6,0.22.6,0.22.6,0.22.5,0.22.4,0.22.3,0.22.2,0.22.1,0.22.1,0.22.0,0.22.0,0.21.1,0.21.1,0.21.0,0.21.0,0.20.0,0.20.0,0.20.0,0.19.0,0.18.1,0.18.1,0.18.0,0.17.2,0.17.2,0.17.1,0.17.1,0.17.1,0.17.0,0.17.0,0.16.0,0.16.0,0.16.0,0.16.0
@backstage/cli-common,0.3.0,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.1.18,0.1.18,0.1.18,0.1.18,0.1.18,0.1.18,0.1.18,0.1.17,0.1.17,0.1.17,0.1.17,0.1.17,0.1.16,0.1.16,0.1.16,0.1.16,0.1.16,0.1.16,0.1.16,0.1.16,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.12,0.1.12,0.1.12,0.1.12,0.1.12,0.1.12,0.1.12,0.1.12,0.1.12,0.1.12,0.1.12,0.1.12,0.1.12,0.1.12,0.1.12,0.1.12,0.1.12,0.1.12,0.1.12,0.1.12,0.1.12,0.1.12,0.1.11,0.1.11,0.1.11,0.1.11,0.1.11,0.1.11,0.1.10,0.1.10,0.1.10,0.1.10,0.1.10,0.1.10,0.1.10,0.1.10,0.1.9,0.1.9,0.1.9,0.1.9,0.1.9,0.1.9,0.1.9,0.1.9,0.1.8,0.1.8,0.1.8,0.1.8,0.1.8,0.1.8
@backstage/cli-defaults,0.1.4,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/cli-module-actions,0.1.3,0.1.2,0.1.2,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,0.0.1,0.0.1,0.0.1,0.0.1,0.0.1,0.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/cli-module-auth,0.1.4,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/cli-module-build,0.1.5,0.1.4,0.1.4,0.1.3,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.2,0.1.1,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/cli-module-config,0.1.4,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/cli-module-github,0.1.4,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/cli-module-info,0.1.4,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/cli-module-lint,0.1.4,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/cli-module-maintenance,0.1.4,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/cli-module-migrate,0.2.0,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/cli-module-new,0.1.5,0.1.4,0.1.4,0.1.3,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.2,0.1.2,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/cli-module-test-jest,0.1.4,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/cli-module-translations,0.1.4,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/cli-node,0.3.4,0.3.3,0.3.3,0.3.2,0.3.2,0.3.2,0.3.1,0.3.1,0.3.1,0.3.1,0.3.1,0.3.0,0.3.0,0.3.0,0.3.0,0.3.0,0.3.0,0.2.18,0.2.18,0.2.18,0.2.18,0.2.18,0.2.18,0.2.18,0.2.17,0.2.17,0.2.17,0.2.16,0.2.16,0.2.16,0.2.16,0.2.16,0.2.16,0.2.16,0.2.16,0.2.16,0.2.16,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.14,0.2.14,0.2.14,0.2.14,0.2.14,0.2.14,0.2.14,0.2.14,0.2.14,0.2.14,0.2.14,0.2.14,0.2.14,0.2.14,0.2.14,0.2.13,0.2.13,0.2.13,0.2.13,0.2.13,0.2.13,0.2.13,0.2.13,0.2.13,0.2.13,0.2.13,0.2.13,0.2.13,0.2.13,0.2.12,0.2.12,0.2.11,0.2.11,0.2.11,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.9,0.2.9,0.2.9,0.2.9,0.2.9,0.2.9,0.2.9,0.2.8,0.2.8,0.2.8,0.2.8,0.2.8,0.2.7,0.2.7,0.2.7,0.2.7,0.2.7,0.2.7,0.2.7,0.2.7,0.2.6,0.2.6,0.2.6,0.2.6,0.2.6,0.2.5,0.2.5,0.2.5,0.2.5,0.2.5,0.2.5,0.2.5,0.2.5,0.2.5,0.2.5,0.2.5,0.2.5,0.2.5,0.2.5,0.2.4,0.2.4,0.2.4,0.2.4,0.2.4,0.2.4,0.2.3,0.2.3,0.2.3,0.2.3,0.2.3,0.2.2,0.2.2,0.2.2,0.2.2,0.2.1,0.2.1,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.1.5,0.1.5,0.1.5,0.1.5,0.1.5,0.1.5,0.1.5,0.1.4,0.1.4,0.1.4,0.1.4,0.1.4,0.1.4,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.2,0.1.1,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/codemods,0.1.58,0.1.57,0.1.57,0.1.57,0.1.57,0.1.57,0.1.56,0.1.56,0.1.56,0.1.56,0.1.56,0.1.55,0.1.55,0.1.55,0.1.55,0.1.55,0.1.55,0.1.54,0.1.54,0.1.54,0.1.54,0.1.54,0.1.54,0.1.54,0.1.53,0.1.53,0.1.53,0.1.53,0.1.53,0.1.53,0.1.53,0.1.53,0.1.53,0.1.53,0.1.53,0.1.53,0.1.53,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.51,0.1.51,0.1.51,0.1.51,0.1.51,0.1.51,0.1.51,0.1.50,0.1.50,0.1.50,0.1.50,0.1.50,0.1.49,0.1.49,0.1.49,0.1.49,0.1.49,0.1.49,0.1.49,0.1.49,0.1.49,0.1.49,0.1.49,0.1.49,0.1.49,0.1.48,0.1.48,0.1.48,0.1.48,0.1.48,0.1.48,0.1.48,0.1.48,0.1.48,0.1.48,0.1.48,0.1.48,0.1.48,0.1.48,0.1.48,0.1.48,0.1.48,0.1.48,0.1.48,0.1.48,0.1.47,0.1.47,0.1.47,0.1.47,0.1.47,0.1.46,0.1.46,0.1.46,0.1.46,0.1.46,0.1.46,0.1.46,0.1.46,0.1.46,0.1.46,0.1.46,0.1.46,0.1.46,0.1.46,0.1.46,0.1.46,0.1.46,0.1.46,0.1.45,0.1.45,0.1.45,0.1.45,0.1.45,0.1.45,0.1.45,0.1.45,0.1.45,0.1.45,0.1.45,0.1.45,0.1.45,0.1.44,0.1.44,0.1.44,0.1.44,0.1.44,0.1.44,0.1.44,0.1.44,0.1.44,0.1.43,0.1.43,0.1.42,0.1.42,0.1.42,0.1.42,0.1.41,0.1.41,0.1.41,0.1.41,0.1.40,0.1.40,0.1.40,0.1.39,0.1.38,0.1.38,0.1.38,0.1.38,0.1.38,0.1.38,0.1.38,0.1.38,0.1.37,0.1.37,0.1.36,0.1.36,0.1.36,0.1.36
@backstage/config,1.3.8,1.3.8,1.3.8,1.3.8,1.3.8,1.3.8,1.3.7,1.3.7,1.3.7,1.3.7,1.3.7,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.6,1.3.5,1.3.5,1.3.5,1.3.5,1.3.4,1.3.4,1.3.3,1.3.3,1.3.3,1.3.3,1.3.3,1.3.3,1.3.3,1.3.3,1.3.3,1.3.3,1.3.3,1.3.3,1.3.2,1.3.2,1.3.2,1.3.2,1.3.2,1.3.2,1.3.2,1.3.2,1.3.2,1.3.2,1.3.2,1.3.2,1.3.2,1.3.1,1.3.1,1.3.1,1.3.0,1.3.0,1.3.0,1.3.0,1.3.0,1.3.0,1.3.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.2.0,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.0,1.1.0,1.1.0,1.1.0,1.1.0,1.1.0,1.0.8,1.0.8,1.0.8,1.0.8,1.0.8,1.0.8,1.0.8,1.0.8,1.0.7,1.0.7,1.0.7,1.0.7,1.0.7,1.0.7,1.0.7,1.0.7,1.0.6,1.0.6,1.0.6,1.0.6,1.0.5,1.0.5,1.0.4,1.0.4,1.0.4,1.0.4,1.0.3,1.0.3,1.0.3,1.0.2,1.0.1,1.0.1,1.0.1,1.0.1,1.0.1,1.0.1,1.0.1,1.0.1,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
